2025,10,1,0,1300012,7,
2025,10,2,0.8,1300012,7,
2025,10,3,3.8,1300012,7,
2025,10,4,0,1300012,7,
2025,10,5,3.6,1300012,7,
2025,10,6,37.8,1300012,7,
2025,10,7,14.6,1300012,7,
2025,10,8,0.2,1300012,7,
2025,10,9,1,1300012,7,
2025,10,10,20.6,1300012,7,
2025,10,11,0.2,1300012,7,
2025,10,12,0,1300012,7,
2025,10,13,0,1300012,7,
2025,10,14,0,1300012,7,
2025,10,15,3,1300012,7,
2025,10,16,0.2,1300012,7,
2025,10,17,0,1300012,7,
2025,10,18,1,1300012,7,
2025,10,19,4.6,1300012,7,
2025,10,20,2.6,1300012,7,
2025,10,21,5.2,1300012,7,
2025,10,22,0.6,1300012,7,
2025,10,23,9.4,1300012,7,
2025,10,24,2.8,1300012,7,
2025,10,25,0.2,1300012,7,
2025,10,26,0,1300012,7,
2025,10,27,0,1300012,7,
2025,10,28,0,1300012,7,
2025,10,29,0.4,1300012,7,
2025,10,30,0.2,1300012,7,
2025,10,31,0,1300012,7,
